timestamp_sec,depth
0.0,-0.34733760356903076
0.04594564437866211,-0.335445761680603
0.09615039825439453,-0.33247295022010803
0.145982027053833,-0.32950013875961304
0.19622254371643066,-0.3314822018146515
0.24599146842956543,-0.3374278247356415
0.2961900234222412,-0.3245452344417572
0.346024751663208,-0.32256317138671875
0.3961975574493408,-0.32553598284721375
0.44617724418640137,-0.31562620401382446
0.49593114852905273,-0.35130175948143005
0.5459620952606201,-0.31364473700523376
0.5959179401397705,-0.34139198064804077
0.6460175514221191,-0.3205810785293579
0.6959068775177002,-0.31661754846572876
0.7459418773651123,-0.32652732729911804
0.7961626052856445,-0.3364371061325073
0.8459553718566895,-0.33346429467201233
0.8959312438964844,-0.32652732729911804
0.9460351467132568,-0.3205810785293579
0.9960403442382812,-0.35724738240242004
1.045936107635498,-0.3394099175930023
1.0959694385528564,-0.3374278247356415
1.1459965705871582,-0.32553598284721375
1.1959104537963867,-0.32950013875961304
1.2460463047027588,-0.3185996115207672
1.2962214946746826,-0.3176082670688629
1.3459093570709229,-0.32652732729911804
1.3959286212921143,-0.3364371061325073
1.446051836013794,-0.32950013875961304
1.4959120750427246,-0.3275180459022522
1.5460896492004395,-0.31959035992622375
1.5959064960479736,-0.3116626441478729
1.6459259986877441,-0.34436479210853577
1.6961619853973389,-0.29878005385398865
1.7459568977355957,-0.33346429467201233
1.7962646484375,-0.3374278247356415
1.8459241390228271,-0.35823872685432434
1.8960552215576172,-0.3344550132751465
1.9460053443908691,-0.3314822018146515
1.995945692062378,-0.31661754846572876
2.046297073364258,-0.35130175948143005
2.096116542816162,-0.3423827290534973
2.1460931301116943,-0.32355451583862305
2.1959636211395264,-0.3701299726963043
2.246007204055786,-0.3404006361961365
2.2959139347076416,-0.3433740735054016
2.3460190296173096,-0.32355451583862305
2.3961846828460693,-0.3304908573627472
2.4461350440979004,-0.32950013875961304
2.495901584625244,-0.3394099175930023
2.5461549758911133,-0.3176082670688629
2.595899820327759,-0.3423827290534973
2.646183967590332,-0.3394099175930023
2.6959402561187744,-0.3364371061325073
2.7459452152252197,-0.33247295022010803
2.7959184646606445,-0.3285093903541565
2.8458969593048096,-0.33247295022010803
2.89615797996521,-0.3185996115207672
2.946190595626831,-0.33346429467201233
2.995981454849243,-0.32950013875961304
3.0464839935302734,-0.32950013875961304
3.095947027206421,-0.3463468849658966
3.14620041847229,-0.2967979907989502
3.1960747241973877,-0.32950013875961304
3.2461652755737305,-0.3463468849658966
3.2961018085479736,-0.3304908573627472
3.3460614681243896,-0.3245452344417572
3.396019697189331,-0.32652732729911804
3.446065902709961,-0.32355451583862305
3.495976686477661,-0.3285093903541565
3.5460398197174072,-0.31364473700523376
3.5959014892578125,-0.3205810785293579
3.6460025310516357,-0.3344550132751465
3.696115255355835,-0.32553598284721375
3.7464284896850586,-0.32553598284721375
3.7959020137786865,-0.3314822018146515
3.8459224700927734,-0.3027436137199402
3.89587140083313,-0.3453555405139923
3.9459564685821533,-0.34733760356903076
3.9961771965026855,-0.3304908573627472
4.0459699630737305,-0.3374278247356415
4.095926284790039,-0.32553598284721375
4.146320581436157,-0.3304908573627472
4.195894241333008,-0.32553598284721375
4.2460808753967285,-0.33247295022010803
4.295885801315308,-0.32256317138671875
4.346045255661011,-0.32256317138671875
4.395978927612305,-0.3384191691875458
4.445932388305664,-0.3304908573627472
4.495867729187012,-0.3384191691875458
4.546074151992798,-0.3314822018146515
4.596225023269653,-0.35130175948143005
4.646219491958618,-0.3314822018146515
4.696063995361328,-0.32355451583862305
4.747968435287476,-0.3205810785293579
4.795870780944824,-0.3404006361961365
4.846109390258789,-0.3404006361961365
4.895968675613403,-0.3394099175930023
4.946027994155884,-0.3463468849658966
4.995975494384766,-0.3304908573627472
5.045883655548096,-0.3245452344417572
5.095942258834839,-0.3285093903541565
5.145928382873535,-0.3215724229812622
5.195896625518799,-0.3146354556083679
5.2458717823028564,-0.34139198064804077
5.296817064285278,-0.335445761680603
5.34613823890686,-0.3423827290534973
5.395901203155518,-0.3205810785293579
5.445875883102417,-0.3275180459022522
5.495880842208862,-0.3275180459022522
5.546010255813599,-0.3275180459022522
5.59587550163269,-0.3215724229812622
5.645872354507446,-0.32652732729911804
5.696201801300049,-0.3176082670688629
5.7459189891815186,-0.3314822018146515
5.795860767364502,-0.3344550132751465
5.845900058746338,-0.335445761680603
5.895926475524902,-0.3037349581718445
5.945979595184326,-0.34139198064804077
5.995981931686401,-0.33346429467201233
6.046030521392822,-0.32355451583862305
6.096100568771362,-0.31959035992622375
6.145945310592651,-0.3215724229812622
6.196248769760132,-0.3384191691875458
6.245895624160767,-0.3344550132751465
6.295872449874878,-0.3215724229812622
