timestamp_sec,z_depth
0.0,-0.19557939095831012
0.050806283950805664,-0.23884162114832821
0.09998726844787598,-0.26915915052850486
0.1502208709716797,-0.2921064166522044
0.20006489753723145,-0.30746020013602826
0.25002288818359375,-0.3210329075279954
0.3005654811859131,-0.32600546047209694
0.35016894340515137,-0.3238357087320896
0.40008544921875,-0.3276871411778475
0.4501781463623047,-0.3327725372319955
0.5002071857452393,-0.33542749335338384
0.5500643253326416,-0.329488928404702
0.6000876426696777,-0.33742123066923857
0.6502580642700195,-0.33147800196481114
0.7002596855163574,-0.3291011923420093
0.749955415725708,-0.32886447256550444
0.7999556064605713,-0.3096954683475541
0.8500754833221436,-0.31523909443874953
0.9002351760864258,-0.3169796076954645
0.9502298831939697,-0.3204021558668185
0.9999568462371826,-0.3268161370435806
1.0500619411468506,-0.3362138522504472
1.100003719329834,-0.3343211960326027
1.150251865386963,-0.3308071087657375
1.1999945640563965,-0.32354562626947475
1.2500007152557373,-0.32632372571899826
1.2999818325042725,-0.3260086266252435
1.3502049446105957,-0.3274052295358285
1.3999652862548828,-0.3282431912738551
1.4499633312225342,-0.328349671929726
1.500013828277588,-0.33039551906952397
1.549964427947998,-0.33083019615872866
1.5999672412872314,-0.3370368786503909
1.6503841876983643,-0.32966196680941284
1.699927806854248,-0.33237202355394446
1.750225305557251,-0.3454932603642801
1.8001151084899902,-0.34464558952189284
1.8499786853790283,-0.3465152272492123
1.8999285697937012,-0.3440693887625903
1.9500184059143066,-0.3477551691620249
1.9999432563781738,-0.3273722972341288
2.049945831298828,-0.330601687021892
2.0999388694763184,-0.3246115007888221
2.151992082595825,-0.32735978522478304
2.1999082565307617,-0.32821592468749866
2.252915859222412,-0.32516198724815526
2.300105571746826,-0.32332962480275207
2.350088119506836,-0.32738349082326146
2.400059938430786,-0.3274373168639646
2.449921131134033,-0.32429854107788647
2.5003843307495117,-0.3283611369645173
2.549941301345825,-0.3256456494140304
2.6000335216522217,-0.3295656983401246
2.6499886512756348,-0.32716123231585603
2.96132755279541,-0.32968245530828566
2.962144374847412,-0.33119518908871576
2.962348461151123,-0.3360667468417774
2.964078426361084,-0.34612467036857697
3.000586986541748,-0.35136659324222697
3.0499539375305176,-0.3461876304667431
3.099947929382324,-0.3414945904673621
3.1499857902526855,-0.34303896547031554
3.1999404430389404,-0.3372271363594126
3.2502639293670654,-0.33294720774503217
3.299910306930542,-0.3252262204448251
3.3500804901123047,-0.3194042546771315
3.400298833847046,-0.3246317339707566
3.4499664306640625,-0.3261827975693929
3.50016450881958,-0.323545829508621
3.549943208694458,-0.3259275512805344
3.5999443531036377,-0.32775288071143666
3.649949789047241,-0.3343976433167169
3.6999292373657227,-0.33124951193627983
3.7499043941497803,-0.32500019573359346
3.7998952865600586,-0.32125060604923045
3.8502259254455566,-0.3300999970773606
3.8999640941619873,-0.3235178940611928
3.950000524520874,-0.3298747075060642
4.000204086303711,-0.3348779230995277
4.049957990646362,-0.33431246973249357
4.099956750869751,-0.3256488428286348
4.150104522705078,-0.33075698037187756
4.199968099594116,-0.3290651141910763
4.249955892562866,-0.3256715009452403
4.299940586090088,-0.32323905153717697
4.350027561187744,-0.32138327062372596
4.399957656860352,-0.32740480589187715
4.4499733448028564,-0.32863923346943713
4.499959230422974,-0.31510989729945554
4.550000905990601,-0.3208659920053172
4.600222587585449,-0.32114856248318485
4.649962425231934,-0.3233000635151313
4.699976205825806,-0.32736575405086515
4.749963045120239,-0.32584126575541306
4.799901008605957,-0.33166501198953713
4.850295305252075,-0.33159189190316984
4.899946689605713,-0.3335299785986954
4.950263977050781,-0.3335037030400286
4.999959230422974,-0.3330914029044556
5.0499427318573,-0.3284838089497988
5.0999436378479,-0.3336470726909473
5.149964809417725,-0.32802439453706306
5.199944257736206,-0.33495684799242476
5.249964714050293,-0.32167525590498214
5.299949884414673,-0.3244089107475502
5.350186109542847,-0.32644540001874756
5.399933815002441,-0.3284601247518074
5.450190305709839,-0.3296689595796346
5.499907493591309,-0.3296014292866458
5.549965858459473,-0.3295609111112551
5.599881649017334,-0.32874376902378233
5.649937391281128,-0.3397489249745182
5.700031518936157,-0.3376313672104048
5.749956130981445,-0.3327932114526886
5.799889802932739,-0.3318722767738066
5.849963426589966,-0.329734292025586
5.89993143081665,-0.32964062875382727
5.9501869678497314,-0.3276024720444202
6.000026226043701,-0.32994719914279413
6.05026650428772,-0.32739013279518386
6.099909782409668,-0.3266484708645986
6.149888515472412,-0.3250143461462378
6.200185537338257,-0.33434018495888024
6.249906778335571,-0.3335932920507808
6.300188779830933,-0.33195602874594277
6.35005784034729,-0.3305773743908484
6.399940013885498,-0.33014647816795956
6.450196266174316,-0.3298879404367946
6.499924421310425,-0.3281471554346769
6.549922466278076,-0.3334450805838807
6.600513696670532,-0.3282994807548163
6.6499083042144775,-0.3303654043648773
6.699901103973389,-0.33001929615364034
6.7499189376831055,-0.3262440101170913
6.800152778625488,-0.32397883851766435
6.849927663803101,-0.33332234558737883
6.899964809417725,-0.3349645322796957
6.950011968612671,-0.33594984428529756
6.999951124191284,-0.3254421399861275
7.049892902374268,-0.32429054762634546
7.099916458129883,-0.3287526372755907
7.149950265884399,-0.32905163590968123
7.199868679046631,-0.3248708212125828
7.249901056289673,-0.32989361770519304
7.300144910812378,-0.32180840407416267
7.349903583526611,-0.32528139241216564
7.399906873703003,-0.32815801657674665
7.4499123096466064,-0.3294876946763988
7.4999003410339355,-0.3346457154040352
7.550262689590454,-0.3329837791335728
7.599910259246826,-0.32841923468791057
7.650010108947754,-0.3316263842884503
7.700185537338257,-0.3299830529177883
7.749991178512573,-0.33732140899219476
7.799962043762207,-0.3326072365236101
7.849904775619507,-0.33731025677508675
7.899917364120483,-0.33299707999394124
7.949902772903442,-0.32882351158600276
7.99989914894104,-0.32790503293107576
8.05015230178833,-0.32656111456111425
8.099899053573608,-0.3277367222940578
8.15002965927124,-0.3264601281799067
8.199920654296875,-0.326487002901505
8.249956607818604,-0.33086332670891316
8.299946546554565,-0.33507478333223284
8.349929571151733,-0.3324486271240332
8.399924278259277,-0.3348368509085867
8.450463056564331,-0.3334949952356939
8.499921321868896,-0.33467184058686644
8.55015516281128,-0.3333959890436453
8.599887132644653,-0.33223394332478784
8.64990234375,-0.33232954708287954
8.69987440109253,-0.33238690933716475
8.749886512756348,-0.3395563155933933
8.799866914749146,-0.3335518840890577
8.849897384643555,-0.33430943909801614
8.899867534637451,-0.3308000546050557
8.94993543624878,-0.3334511577053358
8.999984741210938,-0.32711399946322284
9.050153970718384,-0.3284647496139779
9.099883079528809,-0.32729324094946977
9.149881601333618,-0.33015795686961746
9.19994330406189,-0.3247417975006317
9.2499361038208,-0.32704142845056267
9.300170421600342,-0.3244572895129942
9.349879026412964,-0.3236996373483356
9.400144815444946,-0.3248307084190162
9.449916124343872,-0.32709477500106343
9.49990963935852,-0.3272640873723666
9.550182580947876,-0.3305367611054797
9.59990382194519,-0.3344823091715898
9.650027513504028,-0.3336785665775594
9.700236558914185,-0.33200719346150165
9.749908924102783,-0.340517852053268
9.799840927124023,-0.3396783858180313
9.849936246871948,-0.3304540548129338
9.900145292282104,-0.3324507415508063
9.949907302856445,-0.3332524571996782
9.999881982803345,-0.34245413785318185
10.049886465072632,-0.33846166373899883
10.099895238876343,-0.33804812314003496
10.149986267089844,-0.3377999987831215
10.199856996536255,-0.34438983159366254
10.249964952468872,-0.3404159111542295
10.300193309783936,-0.3356533037853956
10.349918365478516,-0.3395341934959525
10.400130271911621,-0.330367539420546
10.44992208480835,-0.32922774600454896
10.499857902526855,-0.33012953232670417
10.549925088882446,-0.33185973167905247
10.599925756454468,-0.32734827142136874
10.649949312210083,-0.3286053127874691
10.69984745979309,-0.3269812824707763
10.74987244606018,-0.32838511941930104
10.799862384796143,-0.33755177646705703
10.849869012832642,-0.33433111937211407
10.900200605392456,-0.3304167663874348
10.950019598007202,-0.3332211847770478
11.000227689743042,-0.3273725505081503
11.049931049346924,-0.33020554260435303
11.099852561950684,-0.3259594765056196
11.149881362915039,-0.332925319323127
11.199835062026978,-0.3311589487313815
11.25014352798462,-0.323756730246764
11.299852848052979,-0.3288288816515531
11.350185871124268,-0.32354781757718554
11.400112628936768,-0.3239467853747512
11.449873685836792,-0.32577182841587227
11.503005981445312,-0.31973161945650774
11.549887657165527,-0.32284619408952103
11.599852800369263,-0.3179762388781352
11.649835586547852,-0.3106940668057215
11.699864864349365,-0.3158382535076979
11.749921560287476,-0.31852821579653134
11.799851417541504,-0.32291698308318795
11.850151538848877,-0.3211900295532522
11.899864673614502,-0.328477988815175
11.949901342391968,-0.33245446794693867
12.000177145004272,-0.3304799031079455
12.049838066101074,-0.33444819437340817
12.099841594696045,-0.33088330776946384
12.149872064590454,-0.33548308325155574
12.199832439422607,-0.3322970722726638
12.250146627426147,-0.32126851060282874
12.299858808517456,-0.3257502875150632
12.35013222694397,-0.3284393536356903
12.399855375289917,-0.32727800336264856
12.449864149093628,-0.3277705591887551
12.499879121780396,-0.3324263065572537
12.549832582473755,-0.330066709892352
12.59994125366211,-0.3298400794719055
12.64988923072815,-0.3237582249802582
12.699860334396362,-0.3264512849442011
12.750218152999878,-0.33203102349917396
12.799867391586304,-0.32546910266667173
12.849860668182373,-0.32073935744238175
12.899840116500854,-0.322658005692559
12.949821949005127,-0.3273768157430991
12.999871015548706,-0.3266404806334271
13.049846410751343,-0.3269915107544926
13.100078821182251,-0.321652802286
13.149991512298584,-0.32598086252267533
13.199852705001831,-0.32619944351002284
13.250220775604248,-0.33069079107573784
13.300557851791382,-0.3357641080369971
13.34985065460205,-0.3392043796643025
13.39983582496643,-0.32779115012550164
13.449861526489258,-0.32847474362535867
90.49926424026489,-0.025567276403307915
90.54934811592102,-0.039321979727940104
90.59912085533142,-0.06422327858410867
90.64908289909363,-0.06291211746918746
90.69933557510376,-0.05657584839985055
90.7493155002594,-0.05753083008438011
90.79906892776489,-0.06801359606014984
90.84915256500244,-0.07588867580421985
90.89913654327393,-0.07347873283707823
90.94911909103394,-0.0732218909102976
90.99907875061035,-0.06751845549143021
91.0493233203888,-0.06607834929572468
91.09912967681885,-0.06759253699045524
91.14930534362793,-0.07286149630468254
91.19946527481079,-0.06373460134362977
91.24928879737854,-0.08204193026877164
91.29937648773193,-0.0763778542966532
91.34934210777283,-0.06743007848281275
91.39928412437439,-0.07078206431680042
91.4491240978241,-0.0763606329025689
91.49911713600159,-0.07891494283829928
91.55511212348938,-0.08163689476752196
91.5991051197052,-0.082873531108302
91.64932441711426,-0.07885876981703449
91.69908452033997,-0.08239577999370837
91.74917244911194,-0.06985170816339113
91.79905986785889,-0.07659524667325825
91.84912610054016,-0.0881729008940933
91.89906072616577,-0.08520971452419684
